Date,Jaar,Maand,MaandNr,WeekISO,Weekdag,IsWerkdag,WekenSindsStart
2026-06-19,2026,June,6,25,Friday,True,-14
2026-06-20,2026,June,6,25,Saturday,False,-14
2026-06-21,2026,June,6,25,Sunday,False,-14
2026-06-22,2026,June,6,26,Monday,True,-13
2026-06-23,2026,June,6,26,Tuesday,True,-13
2026-06-24,2026,June,6,26,Wednesday,True,-13
2026-06-25,2026,June,6,26,Thursday,True,-13
2026-06-26,2026,June,6,26,Friday,True,-13
2026-06-27,2026,June,6,26,Saturday,False,-13
2026-06-28,2026,June,6,26,Sunday,False,-13
2026-06-29,2026,June,6,27,Monday,True,-12
2026-06-30,2026,June,6,27,Tuesday,True,-12
2026-07-01,2026,July,7,27,Wednesday,True,-12
2026-07-02,2026,July,7,27,Thursday,True,-12
2026-07-03,2026,July,7,27,Friday,True,-12
2026-07-04,2026,July,7,27,Saturday,False,-12
2026-07-05,2026,July,7,27,Sunday,False,-12
2026-07-06,2026,July,7,28,Monday,True,-11
2026-07-07,2026,July,7,28,Tuesday,True,-11
2026-07-08,2026,July,7,28,Wednesday,True,-11
2026-07-09,2026,July,7,28,Thursday,True,-11
2026-07-10,2026,July,7,28,Friday,True,-11
2026-07-11,2026,July,7,28,Saturday,False,-11
2026-07-12,2026,July,7,28,Sunday,False,-11
2026-07-13,2026,July,7,29,Monday,True,-10
2026-07-14,2026,July,7,29,Tuesday,True,-10
2026-07-15,2026,July,7,29,Wednesday,True,-10
2026-07-16,2026,July,7,29,Thursday,True,-10
2026-07-17,2026,July,7,29,Friday,True,-10
2026-07-18,2026,July,7,29,Saturday,False,-10
2026-07-19,2026,July,7,29,Sunday,False,-10
2026-07-20,2026,July,7,30,Monday,True,-9
2026-07-21,2026,July,7,30,Tuesday,True,-9
2026-07-22,2026,July,7,30,Wednesday,True,-9
2026-07-23,2026,July,7,30,Thursday,True,-9
2026-07-24,2026,July,7,30,Friday,True,-9
2026-07-25,2026,July,7,30,Saturday,False,-9
2026-07-26,2026,July,7,30,Sunday,False,-9
2026-07-27,2026,July,7,31,Monday,True,-8
2026-07-28,2026,July,7,31,Tuesday,True,-8
2026-07-29,2026,July,7,31,Wednesday,True,-8
2026-07-30,2026,July,7,31,Thursday,True,-8
2026-07-31,2026,July,7,31,Friday,True,-8
2026-08-01,2026,August,8,31,Saturday,False,-8
2026-08-02,2026,August,8,31,Sunday,False,-8
2026-08-03,2026,August,8,32,Monday,True,-7
2026-08-04,2026,August,8,32,Tuesday,True,-7
2026-08-05,2026,August,8,32,Wednesday,True,-7
2026-08-06,2026,August,8,32,Thursday,True,-7
2026-08-07,2026,August,8,32,Friday,True,-7
2026-08-08,2026,August,8,32,Saturday,False,-7
2026-08-09,2026,August,8,32,Sunday,False,-7
2026-08-10,2026,August,8,33,Monday,True,-6
2026-08-11,2026,August,8,33,Tuesday,True,-6
2026-08-12,2026,August,8,33,Wednesday,True,-6
2026-08-13,2026,August,8,33,Thursday,True,-6
2026-08-14,2026,August,8,33,Friday,True,-6
2026-08-15,2026,August,8,33,Saturday,False,-6
2026-08-16,2026,August,8,33,Sunday,False,-6
2026-08-17,2026,August,8,34,Monday,True,-5
2026-08-18,2026,August,8,34,Tuesday,True,-5
2026-08-19,2026,August,8,34,Wednesday,True,-5
2026-08-20,2026,August,8,34,Thursday,True,-5
2026-08-21,2026,August,8,34,Friday,True,-5
2026-08-22,2026,August,8,34,Saturday,False,-5
2026-08-23,2026,August,8,34,Sunday,False,-5
2026-08-24,2026,August,8,35,Monday,True,-4
2026-08-25,2026,August,8,35,Tuesday,True,-4
2026-08-26,2026,August,8,35,Wednesday,True,-4
2026-08-27,2026,August,8,35,Thursday,True,-4
2026-08-28,2026,August,8,35,Friday,True,-4
2026-08-29,2026,August,8,35,Saturday,False,-4
2026-08-30,2026,August,8,35,Sunday,False,-4
2026-08-31,2026,August,8,36,Monday,True,-3
2026-09-01,2026,September,9,36,Tuesday,True,-3
2026-09-02,2026,September,9,36,Wednesday,True,-3
2026-09-03,2026,September,9,36,Thursday,True,-3
2026-09-04,2026,September,9,36,Friday,True,-3
2026-09-05,2026,September,9,36,Saturday,False,-3
2026-09-06,2026,September,9,36,Sunday,False,-3
2026-09-07,2026,September,9,37,Monday,True,-2
2026-09-08,2026,September,9,37,Tuesday,True,-2
2026-09-09,2026,September,9,37,Wednesday,True,-2
2026-09-10,2026,September,9,37,Thursday,True,-2
2026-09-11,2026,September,9,37,Friday,True,-2
2026-09-12,2026,September,9,37,Saturday,False,-2
2026-09-13,2026,September,9,37,Sunday,False,-2
2026-09-14,2026,September,9,38,Monday,True,-1
2026-09-15,2026,September,9,38,Tuesday,True,-1
2026-09-16,2026,September,9,38,Wednesday,True,-1
2026-09-17,2026,September,9,38,Thursday,True,-1
2026-09-18,2026,September,9,38,Friday,True,-1
2026-09-19,2026,September,9,38,Saturday,False,-1
2026-09-20,2026,September,9,38,Sunday,False,-1
2026-09-21,2026,September,9,39,Monday,True,0
2026-09-22,2026,September,9,39,Tuesday,True,0
2026-09-23,2026,September,9,39,Wednesday,True,0
2026-09-24,2026,September,9,39,Thursday,True,0
2026-09-25,2026,September,9,39,Friday,True,0
2026-09-26,2026,September,9,39,Saturday,False,0
2026-09-27,2026,September,9,39,Sunday,False,0
2026-09-28,2026,September,9,40,Monday,True,1
2026-09-29,2026,September,9,40,Tuesday,True,1
2026-09-30,2026,September,9,40,Wednesday,True,1
2026-10-01,2026,October,10,40,Thursday,True,1
2026-10-02,2026,October,10,40,Friday,True,1
2026-10-03,2026,October,10,40,Saturday,False,1
2026-10-04,2026,October,10,40,Sunday,False,1
2026-10-05,2026,October,10,41,Monday,True,2
2026-10-06,2026,October,10,41,Tuesday,True,2
2026-10-07,2026,October,10,41,Wednesday,True,2
2026-10-08,2026,October,10,41,Thursday,True,2
2026-10-09,2026,October,10,41,Friday,True,2
2026-10-10,2026,October,10,41,Saturday,False,2
2026-10-11,2026,October,10,41,Sunday,False,2
2026-10-12,2026,October,10,42,Monday,True,3
2026-10-13,2026,October,10,42,Tuesday,True,3
2026-10-14,2026,October,10,42,Wednesday,True,3
2026-10-15,2026,October,10,42,Thursday,True,3
2026-10-16,2026,October,10,42,Friday,True,3
2026-10-17,2026,October,10,42,Saturday,False,3
2026-10-18,2026,October,10,42,Sunday,False,3
2026-10-19,2026,October,10,43,Monday,True,4
2026-10-20,2026,October,10,43,Tuesday,True,4
2026-10-21,2026,October,10,43,Wednesday,True,4
2026-10-22,2026,October,10,43,Thursday,True,4
2026-10-23,2026,October,10,43,Friday,True,4
2026-10-24,2026,October,10,43,Saturday,False,4
2026-10-25,2026,October,10,43,Sunday,False,4
2026-10-26,2026,October,10,44,Monday,True,5
2026-10-27,2026,October,10,44,Tuesday,True,5
2026-10-28,2026,October,10,44,Wednesday,True,5
2026-10-29,2026,October,10,44,Thursday,True,5
2026-10-30,2026,October,10,44,Friday,True,5
2026-10-31,2026,October,10,44,Saturday,False,5
2026-11-01,2026,November,11,44,Sunday,False,5
2026-11-02,2026,November,11,45,Monday,True,6
2026-11-03,2026,November,11,45,Tuesday,True,6
2026-11-04,2026,November,11,45,Wednesday,True,6
2026-11-05,2026,November,11,45,Thursday,True,6
2026-11-06,2026,November,11,45,Friday,True,6
2026-11-07,2026,November,11,45,Saturday,False,6
2026-11-08,2026,November,11,45,Sunday,False,6
2026-11-09,2026,November,11,46,Monday,True,7
2026-11-10,2026,November,11,46,Tuesday,True,7
2026-11-11,2026,November,11,46,Wednesday,True,7
2026-11-12,2026,November,11,46,Thursday,True,7
2026-11-13,2026,November,11,46,Friday,True,7
2026-11-14,2026,November,11,46,Saturday,False,7
2026-11-15,2026,November,11,46,Sunday,False,7
2026-11-16,2026,November,11,47,Monday,True,8
2026-11-17,2026,November,11,47,Tuesday,True,8
2026-11-18,2026,November,11,47,Wednesday,True,8
2026-11-19,2026,November,11,47,Thursday,True,8
2026-11-20,2026,November,11,47,Friday,True,8
2026-11-21,2026,November,11,47,Saturday,False,8
2026-11-22,2026,November,11,47,Sunday,False,8
2026-11-23,2026,November,11,48,Monday,True,9
2026-11-24,2026,November,11,48,Tuesday,True,9
2026-11-25,2026,November,11,48,Wednesday,True,9
2026-11-26,2026,November,11,48,Thursday,True,9
2026-11-27,2026,November,11,48,Friday,True,9
2026-11-28,2026,November,11,48,Saturday,False,9
2026-11-29,2026,November,11,48,Sunday,False,9
2026-11-30,2026,November,11,49,Monday,True,10
2026-12-01,2026,December,12,49,Tuesday,True,10
2026-12-02,2026,December,12,49,Wednesday,True,10
2026-12-03,2026,December,12,49,Thursday,True,10
2026-12-04,2026,December,12,49,Friday,True,10
2026-12-05,2026,December,12,49,Saturday,False,10
2026-12-06,2026,December,12,49,Sunday,False,10
2026-12-07,2026,December,12,50,Monday,True,11
2026-12-08,2026,December,12,50,Tuesday,True,11
2026-12-09,2026,December,12,50,Wednesday,True,11
2026-12-10,2026,December,12,50,Thursday,True,11
2026-12-11,2026,December,12,50,Friday,True,11
2026-12-12,2026,December,12,50,Saturday,False,11
2026-12-13,2026,December,12,50,Sunday,False,11
2026-12-14,2026,December,12,51,Monday,True,12
2026-12-15,2026,December,12,51,Tuesday,True,12
2026-12-16,2026,December,12,51,Wednesday,True,12
2026-12-17,2026,December,12,51,Thursday,True,12
2026-12-18,2026,December,12,51,Friday,True,12
2026-12-19,2026,December,12,51,Saturday,False,12
2026-12-20,2026,December,12,51,Sunday,False,12
2026-12-21,2026,December,12,52,Monday,True,13
2026-12-22,2026,December,12,52,Tuesday,True,13
2026-12-23,2026,December,12,52,Wednesday,True,13
2026-12-24,2026,December,12,52,Thursday,True,13
2026-12-25,2026,December,12,52,Friday,True,13
2026-12-26,2026,December,12,52,Saturday,False,13
2026-12-27,2026,December,12,52,Sunday,False,13
2026-12-28,2026,December,12,53,Monday,True,14
2026-12-29,2026,December,12,53,Tuesday,True,14
2026-12-30,2026,December,12,53,Wednesday,True,14
2026-12-31,2026,December,12,53,Thursday,True,14
2027-01-01,2027,January,1,53,Friday,True,14
2027-01-02,2027,January,1,53,Saturday,False,14
2027-01-03,2027,January,1,53,Sunday,False,14
2027-01-04,2027,January,1,1,Monday,True,15
2027-01-05,2027,January,1,1,Tuesday,True,15
2027-01-06,2027,January,1,1,Wednesday,True,15
2027-01-07,2027,January,1,1,Thursday,True,15
2027-01-08,2027,January,1,1,Friday,True,15
2027-01-09,2027,January,1,1,Saturday,False,15
2027-01-10,2027,January,1,1,Sunday,False,15
2027-01-11,2027,January,1,2,Monday,True,16
2027-01-12,2027,January,1,2,Tuesday,True,16
2027-01-13,2027,January,1,2,Wednesday,True,16
2027-01-14,2027,January,1,2,Thursday,True,16
2027-01-15,2027,January,1,2,Friday,True,16
2027-01-16,2027,January,1,2,Saturday,False,16
2027-01-17,2027,January,1,2,Sunday,False,16
2027-01-18,2027,January,1,3,Monday,True,17
2027-01-19,2027,January,1,3,Tuesday,True,17
2027-01-20,2027,January,1,3,Wednesday,True,17
2027-01-21,2027,January,1,3,Thursday,True,17
2027-01-22,2027,January,1,3,Friday,True,17
2027-01-23,2027,January,1,3,Saturday,False,17
2027-01-24,2027,January,1,3,Sunday,False,17
2027-01-25,2027,January,1,4,Monday,True,18
2027-01-26,2027,January,1,4,Tuesday,True,18
2027-01-27,2027,January,1,4,Wednesday,True,18
2027-01-28,2027,January,1,4,Thursday,True,18
2027-01-29,2027,January,1,4,Friday,True,18
2027-01-30,2027,January,1,4,Saturday,False,18
2027-01-31,2027,January,1,4,Sunday,False,18
2027-02-01,2027,February,2,5,Monday,True,19
2027-02-02,2027,February,2,5,Tuesday,True,19
2027-02-03,2027,February,2,5,Wednesday,True,19
2027-02-04,2027,February,2,5,Thursday,True,19
2027-02-05,2027,February,2,5,Friday,True,19
2027-02-06,2027,February,2,5,Saturday,False,19
2027-02-07,2027,February,2,5,Sunday,False,19
2027-02-08,2027,February,2,6,Monday,True,20
2027-02-09,2027,February,2,6,Tuesday,True,20
2027-02-10,2027,February,2,6,Wednesday,True,20
2027-02-11,2027,February,2,6,Thursday,True,20
2027-02-12,2027,February,2,6,Friday,True,20
2027-02-13,2027,February,2,6,Saturday,False,20
2027-02-14,2027,February,2,6,Sunday,False,20
2027-02-15,2027,February,2,7,Monday,True,21
2027-02-16,2027,February,2,7,Tuesday,True,21
2027-02-17,2027,February,2,7,Wednesday,True,21
2027-02-18,2027,February,2,7,Thursday,True,21
2027-02-19,2027,February,2,7,Friday,True,21
2027-02-20,2027,February,2,7,Saturday,False,21
2027-02-21,2027,February,2,7,Sunday,False,21
2027-02-22,2027,February,2,8,Monday,True,22
2027-02-23,2027,February,2,8,Tuesday,True,22
2027-02-24,2027,February,2,8,Wednesday,True,22
2027-02-25,2027,February,2,8,Thursday,True,22
2027-02-26,2027,February,2,8,Friday,True,22
2027-02-27,2027,February,2,8,Saturday,False,22
2027-02-28,2027,February,2,8,Sunday,False,22
2027-03-01,2027,March,3,9,Monday,True,23
2027-03-02,2027,March,3,9,Tuesday,True,23
2027-03-03,2027,March,3,9,Wednesday,True,23
2027-03-04,2027,March,3,9,Thursday,True,23
2027-03-05,2027,March,3,9,Friday,True,23
2027-03-06,2027,March,3,9,Saturday,False,23
2027-03-07,2027,March,3,9,Sunday,False,23
2027-03-08,2027,March,3,10,Monday,True,24
2027-03-09,2027,March,3,10,Tuesday,True,24
2027-03-10,2027,March,3,10,Wednesday,True,24
2027-03-11,2027,March,3,10,Thursday,True,24
2027-03-12,2027,March,3,10,Friday,True,24
2027-03-13,2027,March,3,10,Saturday,False,24
2027-03-14,2027,March,3,10,Sunday,False,24
2027-03-15,2027,March,3,11,Monday,True,25
2027-03-16,2027,March,3,11,Tuesday,True,25
2027-03-17,2027,March,3,11,Wednesday,True,25
2027-03-18,2027,March,3,11,Thursday,True,25
2027-03-19,2027,March,3,11,Friday,True,25
2027-03-20,2027,March,3,11,Saturday,False,25
2027-03-21,2027,March,3,11,Sunday,False,25
2027-03-22,2027,March,3,12,Monday,True,26
2027-03-23,2027,March,3,12,Tuesday,True,26
2027-03-24,2027,March,3,12,Wednesday,True,26
2027-03-25,2027,March,3,12,Thursday,True,26
2027-03-26,2027,March,3,12,Friday,True,26
2027-03-27,2027,March,3,12,Saturday,False,26
2027-03-28,2027,March,3,12,Sunday,False,26
2027-03-29,2027,March,3,13,Monday,True,27
2027-03-30,2027,March,3,13,Tuesday,True,27
2027-03-31,2027,March,3,13,Wednesday,True,27
2027-04-01,2027,April,4,13,Thursday,True,27
2027-04-02,2027,April,4,13,Friday,True,27
2027-04-03,2027,April,4,13,Saturday,False,27
2027-04-04,2027,April,4,13,Sunday,False,27
2027-04-05,2027,April,4,14,Monday,True,28
2027-04-06,2027,April,4,14,Tuesday,True,28
2027-04-07,2027,April,4,14,Wednesday,True,28
2027-04-08,2027,April,4,14,Thursday,True,28
2027-04-09,2027,April,4,14,Friday,True,28
2027-04-10,2027,April,4,14,Saturday,False,28
2027-04-11,2027,April,4,14,Sunday,False,28
2027-04-12,2027,April,4,15,Monday,True,29
2027-04-13,2027,April,4,15,Tuesday,True,29
2027-04-14,2027,April,4,15,Wednesday,True,29
2027-04-15,2027,April,4,15,Thursday,True,29
2027-04-16,2027,April,4,15,Friday,True,29
2027-04-17,2027,April,4,15,Saturday,False,29
2027-04-18,2027,April,4,15,Sunday,False,29
2027-04-19,2027,April,4,16,Monday,True,30
2027-04-20,2027,April,4,16,Tuesday,True,30
2027-04-21,2027,April,4,16,Wednesday,True,30
2027-04-22,2027,April,4,16,Thursday,True,30
2027-04-23,2027,April,4,16,Friday,True,30
2027-04-24,2027,April,4,16,Saturday,False,30
2027-04-25,2027,April,4,16,Sunday,False,30
2027-04-26,2027,April,4,17,Monday,True,31
2027-04-27,2027,April,4,17,Tuesday,True,31
2027-04-28,2027,April,4,17,Wednesday,True,31
2027-04-29,2027,April,4,17,Thursday,True,31
2027-04-30,2027,April,4,17,Friday,True,31
2027-05-01,2027,May,5,17,Saturday,False,31
2027-05-02,2027,May,5,17,Sunday,False,31
2027-05-03,2027,May,5,18,Monday,True,32
2027-05-04,2027,May,5,18,Tuesday,True,32
2027-05-05,2027,May,5,18,Wednesday,True,32
2027-05-06,2027,May,5,18,Thursday,True,32
2027-05-07,2027,May,5,18,Friday,True,32
2027-05-08,2027,May,5,18,Saturday,False,32
2027-05-09,2027,May,5,18,Sunday,False,32
2027-05-10,2027,May,5,19,Monday,True,33
2027-05-11,2027,May,5,19,Tuesday,True,33
2027-05-12,2027,May,5,19,Wednesday,True,33
2027-05-13,2027,May,5,19,Thursday,True,33
2027-05-14,2027,May,5,19,Friday,True,33
2027-05-15,2027,May,5,19,Saturday,False,33
2027-05-16,2027,May,5,19,Sunday,False,33
2027-05-17,2027,May,5,20,Monday,True,34
2027-05-18,2027,May,5,20,Tuesday,True,34
2027-05-19,2027,May,5,20,Wednesday,True,34
2027-05-20,2027,May,5,20,Thursday,True,34
2027-05-21,2027,May,5,20,Friday,True,34
2027-05-22,2027,May,5,20,Saturday,False,34
2027-05-23,2027,May,5,20,Sunday,False,34
2027-05-24,2027,May,5,21,Monday,True,35
2027-05-25,2027,May,5,21,Tuesday,True,35
2027-05-26,2027,May,5,21,Wednesday,True,35
2027-05-27,2027,May,5,21,Thursday,True,35
2027-05-28,2027,May,5,21,Friday,True,35
2027-05-29,2027,May,5,21,Saturday,False,35
2027-05-30,2027,May,5,21,Sunday,False,35
2027-05-31,2027,May,5,22,Monday,True,36
2027-06-01,2027,June,6,22,Tuesday,True,36
2027-06-02,2027,June,6,22,Wednesday,True,36
2027-06-03,2027,June,6,22,Thursday,True,36
2027-06-04,2027,June,6,22,Friday,True,36
2027-06-05,2027,June,6,22,Saturday,False,36
2027-06-06,2027,June,6,22,Sunday,False,36
2027-06-07,2027,June,6,23,Monday,True,37
2027-06-08,2027,June,6,23,Tuesday,True,37
2027-06-09,2027,June,6,23,Wednesday,True,37
2027-06-10,2027,June,6,23,Thursday,True,37
2027-06-11,2027,June,6,23,Friday,True,37
2027-06-12,2027,June,6,23,Saturday,False,37
2027-06-13,2027,June,6,23,Sunday,False,37
2027-06-14,2027,June,6,24,Monday,True,38
2027-06-15,2027,June,6,24,Tuesday,True,38
2027-06-16,2027,June,6,24,Wednesday,True,38
2027-06-17,2027,June,6,24,Thursday,True,38
2027-06-18,2027,June,6,24,Friday,True,38
2027-06-19,2027,June,6,24,Saturday,False,38
2027-06-20,2027,June,6,24,Sunday,False,38
2027-06-21,2027,June,6,25,Monday,True,39
2027-06-22,2027,June,6,25,Tuesday,True,39
2027-06-23,2027,June,6,25,Wednesday,True,39
2027-06-24,2027,June,6,25,Thursday,True,39
2027-06-25,2027,June,6,25,Friday,True,39
2027-06-26,2027,June,6,25,Saturday,False,39
2027-06-27,2027,June,6,25,Sunday,False,39
2027-06-28,2027,June,6,26,Monday,True,40
2027-06-29,2027,June,6,26,Tuesday,True,40
2027-06-30,2027,June,6,26,Wednesday,True,40
2027-07-01,2027,July,7,26,Thursday,True,40
2027-07-02,2027,July,7,26,Friday,True,40
2027-07-03,2027,July,7,26,Saturday,False,40
2027-07-04,2027,July,7,26,Sunday,False,40
2027-07-05,2027,July,7,27,Monday,True,41
2027-07-06,2027,July,7,27,Tuesday,True,41
2027-07-07,2027,July,7,27,Wednesday,True,41
2027-07-08,2027,July,7,27,Thursday,True,41
2027-07-09,2027,July,7,27,Friday,True,41
2027-07-10,2027,July,7,27,Saturday,False,41
2027-07-11,2027,July,7,27,Sunday,False,41
2027-07-12,2027,July,7,28,Monday,True,42
2027-07-13,2027,July,7,28,Tuesday,True,42
2027-07-14,2027,July,7,28,Wednesday,True,42
2027-07-15,2027,July,7,28,Thursday,True,42
2027-07-16,2027,July,7,28,Friday,True,42
2027-07-17,2027,July,7,28,Saturday,False,42
2027-07-18,2027,July,7,28,Sunday,False,42
2027-07-19,2027,July,7,29,Monday,True,43
2027-07-20,2027,July,7,29,Tuesday,True,43
2027-07-21,2027,July,7,29,Wednesday,True,43
2027-07-22,2027,July,7,29,Thursday,True,43
2027-07-23,2027,July,7,29,Friday,True,43
2027-07-24,2027,July,7,29,Saturday,False,43
2027-07-25,2027,July,7,29,Sunday,False,43
2027-07-26,2027,July,7,30,Monday,True,44
2027-07-27,2027,July,7,30,Tuesday,True,44
2027-07-28,2027,July,7,30,Wednesday,True,44
2027-07-29,2027,July,7,30,Thursday,True,44
2027-07-30,2027,July,7,30,Friday,True,44
2027-07-31,2027,July,7,30,Saturday,False,44
2027-08-01,2027,August,8,30,Sunday,False,44
2027-08-02,2027,August,8,31,Monday,True,45
2027-08-03,2027,August,8,31,Tuesday,True,45
2027-08-04,2027,August,8,31,Wednesday,True,45
2027-08-05,2027,August,8,31,Thursday,True,45
2027-08-06,2027,August,8,31,Friday,True,45
2027-08-07,2027,August,8,31,Saturday,False,45
2027-08-08,2027,August,8,31,Sunday,False,45
2027-08-09,2027,August,8,32,Monday,True,46
2027-08-10,2027,August,8,32,Tuesday,True,46
2027-08-11,2027,August,8,32,Wednesday,True,46
2027-08-12,2027,August,8,32,Thursday,True,46
2027-08-13,2027,August,8,32,Friday,True,46
2027-08-14,2027,August,8,32,Saturday,False,46
2027-08-15,2027,August,8,32,Sunday,False,46
2027-08-16,2027,August,8,33,Monday,True,47
2027-08-17,2027,August,8,33,Tuesday,True,47
2027-08-18,2027,August,8,33,Wednesday,True,47
2027-08-19,2027,August,8,33,Thursday,True,47
2027-08-20,2027,August,8,33,Friday,True,47
2027-08-21,2027,August,8,33,Saturday,False,47
2027-08-22,2027,August,8,33,Sunday,False,47
2027-08-23,2027,August,8,34,Monday,True,48
2027-08-24,2027,August,8,34,Tuesday,True,48
2027-08-25,2027,August,8,34,Wednesday,True,48
2027-08-26,2027,August,8,34,Thursday,True,48
2027-08-27,2027,August,8,34,Friday,True,48
2027-08-28,2027,August,8,34,Saturday,False,48
2027-08-29,2027,August,8,34,Sunday,False,48
2027-08-30,2027,August,8,35,Monday,True,49
2027-08-31,2027,August,8,35,Tuesday,True,49
2027-09-01,2027,September,9,35,Wednesday,True,49
2027-09-02,2027,September,9,35,Thursday,True,49
2027-09-03,2027,September,9,35,Friday,True,49
2027-09-04,2027,September,9,35,Saturday,False,49
2027-09-05,2027,September,9,35,Sunday,False,49
2027-09-06,2027,September,9,36,Monday,True,50
2027-09-07,2027,September,9,36,Tuesday,True,50
2027-09-08,2027,September,9,36,Wednesday,True,50
2027-09-09,2027,September,9,36,Thursday,True,50
2027-09-10,2027,September,9,36,Friday,True,50
2027-09-11,2027,September,9,36,Saturday,False,50
2027-09-12,2027,September,9,36,Sunday,False,50
2027-09-13,2027,September,9,37,Monday,True,51
2027-09-14,2027,September,9,37,Tuesday,True,51
2027-09-15,2027,September,9,37,Wednesday,True,51
2027-09-16,2027,September,9,37,Thursday,True,51
2027-09-17,2027,September,9,37,Friday,True,51
2027-09-18,2027,September,9,37,Saturday,False,51
2027-09-19,2027,September,9,37,Sunday,False,51
2027-09-20,2027,September,9,38,Monday,True,52
2027-09-21,2027,September,9,38,Tuesday,True,52
2027-09-22,2027,September,9,38,Wednesday,True,52
2027-09-23,2027,September,9,38,Thursday,True,52
2027-09-24,2027,September,9,38,Friday,True,52
2027-09-25,2027,September,9,38,Saturday,False,52
2027-09-26,2027,September,9,38,Sunday,False,52
2027-09-27,2027,September,9,39,Monday,True,53
2027-09-28,2027,September,9,39,Tuesday,True,53
2027-09-29,2027,September,9,39,Wednesday,True,53
2027-09-30,2027,September,9,39,Thursday,True,53
2027-10-01,2027,October,10,39,Friday,True,53
2027-10-02,2027,October,10,39,Saturday,False,53
2027-10-03,2027,October,10,39,Sunday,False,53
2027-10-04,2027,October,10,40,Monday,True,54
2027-10-05,2027,October,10,40,Tuesday,True,54
2027-10-06,2027,October,10,40,Wednesday,True,54
2027-10-07,2027,October,10,40,Thursday,True,54
2027-10-08,2027,October,10,40,Friday,True,54
2027-10-09,2027,October,10,40,Saturday,False,54
2027-10-10,2027,October,10,40,Sunday,False,54
2027-10-11,2027,October,10,41,Monday,True,55
2027-10-12,2027,October,10,41,Tuesday,True,55
2027-10-13,2027,October,10,41,Wednesday,True,55
2027-10-14,2027,October,10,41,Thursday,True,55
2027-10-15,2027,October,10,41,Friday,True,55
2027-10-16,2027,October,10,41,Saturday,False,55
2027-10-17,2027,October,10,41,Sunday,False,55
2027-10-18,2027,October,10,42,Monday,True,56
2027-10-19,2027,October,10,42,Tuesday,True,56
2027-10-20,2027,October,10,42,Wednesday,True,56
2027-10-21,2027,October,10,42,Thursday,True,56
2027-10-22,2027,October,10,42,Friday,True,56
2027-10-23,2027,October,10,42,Saturday,False,56
2027-10-24,2027,October,10,42,Sunday,False,56
2027-10-25,2027,October,10,43,Monday,True,57
2027-10-26,2027,October,10,43,Tuesday,True,57
2027-10-27,2027,October,10,43,Wednesday,True,57
2027-10-28,2027,October,10,43,Thursday,True,57
2027-10-29,2027,October,10,43,Friday,True,57
2027-10-30,2027,October,10,43,Saturday,False,57
2027-10-31,2027,October,10,43,Sunday,False,57
2027-11-01,2027,November,11,44,Monday,True,58
2027-11-02,2027,November,11,44,Tuesday,True,58
2027-11-03,2027,November,11,44,Wednesday,True,58
2027-11-04,2027,November,11,44,Thursday,True,58
2027-11-05,2027,November,11,44,Friday,True,58
2027-11-06,2027,November,11,44,Saturday,False,58
2027-11-07,2027,November,11,44,Sunday,False,58
2027-11-08,2027,November,11,45,Monday,True,59
2027-11-09,2027,November,11,45,Tuesday,True,59
2027-11-10,2027,November,11,45,Wednesday,True,59
2027-11-11,2027,November,11,45,Thursday,True,59
2027-11-12,2027,November,11,45,Friday,True,59
2027-11-13,2027,November,11,45,Saturday,False,59
2027-11-14,2027,November,11,45,Sunday,False,59
2027-11-15,2027,November,11,46,Monday,True,60
2027-11-16,2027,November,11,46,Tuesday,True,60
2027-11-17,2027,November,11,46,Wednesday,True,60
2027-11-18,2027,November,11,46,Thursday,True,60
2027-11-19,2027,November,11,46,Friday,True,60
2027-11-20,2027,November,11,46,Saturday,False,60
2027-11-21,2027,November,11,46,Sunday,False,60
2027-11-22,2027,November,11,47,Monday,True,61
2027-11-23,2027,November,11,47,Tuesday,True,61
2027-11-24,2027,November,11,47,Wednesday,True,61
2027-11-25,2027,November,11,47,Thursday,True,61
2027-11-26,2027,November,11,47,Friday,True,61
2027-11-27,2027,November,11,47,Saturday,False,61
2027-11-28,2027,November,11,47,Sunday,False,61
2027-11-29,2027,November,11,48,Monday,True,62
2027-11-30,2027,November,11,48,Tuesday,True,62
2027-12-01,2027,December,12,48,Wednesday,True,62
2027-12-02,2027,December,12,48,Thursday,True,62
2027-12-03,2027,December,12,48,Friday,True,62
2027-12-04,2027,December,12,48,Saturday,False,62
2027-12-05,2027,December,12,48,Sunday,False,62
2027-12-06,2027,December,12,49,Monday,True,63
2027-12-07,2027,December,12,49,Tuesday,True,63
2027-12-08,2027,December,12,49,Wednesday,True,63
2027-12-09,2027,December,12,49,Thursday,True,63
2027-12-10,2027,December,12,49,Friday,True,63
2027-12-11,2027,December,12,49,Saturday,False,63
2027-12-12,2027,December,12,49,Sunday,False,63
2027-12-13,2027,December,12,50,Monday,True,64
2027-12-14,2027,December,12,50,Tuesday,True,64
2027-12-15,2027,December,12,50,Wednesday,True,64
2027-12-16,2027,December,12,50,Thursday,True,64
2027-12-17,2027,December,12,50,Friday,True,64
2027-12-18,2027,December,12,50,Saturday,False,64
2027-12-19,2027,December,12,50,Sunday,False,64
2027-12-20,2027,December,12,51,Monday,True,65
2027-12-21,2027,December,12,51,Tuesday,True,65
2027-12-22,2027,December,12,51,Wednesday,True,65
2027-12-23,2027,December,12,51,Thursday,True,65
2027-12-24,2027,December,12,51,Friday,True,65
